record_id,dataset,gold_label,normalized_claim_sha256,normalized_source_sha256,entity_linked,has_local_path,has_direct_edge,has_predicate_aligned_direct,has_qualifier_compatible_direct
medfact_bench_15,scifact,SUPPORT,50715d3134c67ee7d24b442d674c77052733093268b08faddec55a19285a12c3,233e3ac2c4f2549a930f66c23b8331bc7147c76cb17acd61acb72b6d8a006e7c,1,1,1,0,0
medfact_bench_16,scifact,SUPPORT,50715d3134c67ee7d24b442d674c77052733093268b08faddec55a19285a12c3,d427f10946045da13cf594bef8cf8364cd0accbb6f8a9db17be3e6e1acd9b788,1,1,1,0,0
medfact_bench_17,scifact,UNCERTAIN,33efdfbca27d7336f17064bd5c6a7a76d7128247792ed4c9eab42505bb5270d5,8cdf2bfd2cee8b7f4e281934b125afc9689438060f9f1cb865991a5c29933c2d,0,0,0,0,0
medfact_bench_18,scifact,UNCERTAIN,c0edd585913cc63bb3fd62e2acb32a886ebd5c205cd2d13994feacd630d7d469,aae232529992267eb671a62f7bc08a88bae4117b5e398ea65983cc6031eedc74,1,0,0,0,0
medfact_bench_19,scifact,UNCERTAIN,2df0c53c3bbc4a748d9c52ae69dea4dd292aa605cfe71deeb510be283f6b1509,437aef748d05884484cd5a3c8a5d3894783938de6682526ccc8f6edf1c27400e,1,0,0,0,0
medfact_bench_20,scifact,UNCERTAIN,ecf5953fe12f8fddcd020340de836d1d2e0e95e08a29b3c91e48715acabd8a2e,5616c5c4f33aad9ea0776f4e1f6da13770f9213599b8a8c03b33d87828816b2f,1,1,0,0,0
medfact_bench_21,scifact,SUPPORT,c78b0a62db2c5b36c357db728c12c562a6095902c889cd270ffbce70ec19cebf,30c3536afb63b01bcc6df08a44241e91120033b43d50b6cac7a959e862d9466e,0,0,0,0,0
medfact_bench_22,scifact,SUPPORT,c01a6eb7f189feef685f0d9096f3292e283293f141c44427d75af39637f94a36,3bca8e74d5c24063da9352af4fe4b322f153dd69d12149050f387bb9562dd846,1,0,0,0,0
medfact_bench_23,scifact,REFUTE,12d1696bb3d5649c459ac12494d12d40fb86a628a7a33356abfffc22e4a20590,5f0dc49da66ee7965c76458ad2dfa74bc0afcfbe62682ad7e489b5c514943f48,1,0,0,0,0
medfact_bench_24,scifact,SUPPORT,57628d8d87280bf33640dd370f897fa1d5ad6bcb57aae3a47e26f20b68fca446,efc76dd96a8b4c05163faced06e01a24d7cc533fe18fe78e08916869896e488b,0,0,0,0,0
medfact_bench_25,scifact,SUPPORT,2b0fc463c23463eef4d880e4390cb6ad0b00f314df806f8aa0238e9fe514eef8,531257d794ae4c0aeab5f01bcd2d13a441ef56db9b77925ff9088af3c6843c89,1,1,0,0,0
medfact_bench_26,scifact,UNCERTAIN,121a9758652381ccc7704b016b3e9e97876e2d6079460e6429b96d014f51ada3,3f320879dd1baaac42d6d5ff662336b3cc2d803db41603360496452108c192ba,1,1,1,1,1
medfact_bench_27,scifact,UNCERTAIN,bb9ad9ea060456e692d41b02507dc3713130da762478cc0aa43f0bb596c89a16,0639dc09966fcd6c079305a036299073966506691cde9fe2b7d95ced85cab8be,0,0,0,0,0
medfact_bench_28,scifact,REFUTE,1924bce8121bdbab8b98e4c0ddc05d2181defff84ee90d0fb0d5c9b568fe7c34,61a5d63e4051a18ba8da5aee7cd2f4459487125e9bc7e6f597333a5c7f4109c6,0,0,0,0,0
medfact_bench_29,scifact,SUPPORT,4bce5dafee06d9977b179046b60837b003cd889e1bba78bb8bd79a91f6aadc3d,61a5d63e4051a18ba8da5aee7cd2f4459487125e9bc7e6f597333a5c7f4109c6,0,0,0,0,0
medfact_bench_30,scifact,UNCERTAIN,0ffc62c29bc27af2bb0a306125112ff06aff8087316db6c1d903405d64d913eb,3cb3208c6e5bfda1a63c59a298a3b04e845ded3767922de44c4cf0f976adfbbf,1,0,0,0,0
medfact_bench_31,scifact,SUPPORT,4d1b535199284d75e79e1ef69b1e4f98088d145fb1714e1451b20d61827d71c0,2e4008831334987d6f4230b1d1b29594d2410ac96391ad474ff4af602da86009,1,0,0,0,0
medfact_bench_32,scifact,UNCERTAIN,4d1b535199284d75e79e1ef69b1e4f98088d145fb1714e1451b20d61827d71c0,70feffc062fb75fc9d7a89ecb2d95deb8e4e87187d948425abb2e1fcb22e4504,1,0,0,0,0
medfact_bench_33,scifact,UNCERTAIN,4d1b535199284d75e79e1ef69b1e4f98088d145fb1714e1451b20d61827d71c0,0adc2cd8c471411d25d2b02bf1573b516340386088b8c890223474d78330354f,1,0,0,0,0
medfact_bench_34,scifact,UNCERTAIN,4d1b535199284d75e79e1ef69b1e4f98088d145fb1714e1451b20d61827d71c0,5268fc67e93f20d4fce76156efdf9c23f5532d94624d3080748a6dfd460c4c6a,1,0,0,0,0
medfact_bench_35,scifact,UNCERTAIN,4d1b535199284d75e79e1ef69b1e4f98088d145fb1714e1451b20d61827d71c0,4458953752833a7dcac82680b12104e61d4f0a2cdacd3c69b9c9c14331bd8f2c,1,0,0,0,0
medfact_bench_36,scifact,SUPPORT,a52f0d0ad00705aec3f7427d94263fa2858e6c402c7b77cfb51785e9d930d24f,c783f006300e6d59a4e39657fe71569c59be25f85a645aed270755d92086eb9c,1,0,0,0,0
medfact_bench_37,scifact,SUPPORT,3f5cb8a64007d956fd64302a652995c397f314f9edf6ed2cca559e1228c91108,2c7e9ac8a9651004da75291fa31fc575a2d7816ae640406641606e2e40d358b2,0,0,0,0,0
medfact_bench_38,scifact,UNCERTAIN,3f5cb8a64007d956fd64302a652995c397f314f9edf6ed2cca559e1228c91108,3a701e9931979cc4599513772e1f3b69564d6514a941e4a6429b084bda3c2dbc,0,0,0,0,0
medfact_bench_39,scifact,REFUTE,7b5ef76278b06ea8607ef3faf48fda71e9b75a3e10de9509fe6cf98a59345aae,482cf758e49dc1c83e57d957ee2ab13752cd6881aa1a5afac043e35b3f9c3f31,1,0,0,0,0
medfact_bench_40,scifact,SUPPORT,6f67c91e2f84493abb52b57a283833e44967f78f74368e0749a2b6096bcb4c33,482cf758e49dc1c83e57d957ee2ab13752cd6881aa1a5afac043e35b3f9c3f31,1,0,0,0,0
medfact_bench_41,scifact,SUPPORT,63b16f3a5a01b3a60291982082f4173c79aa1e86ee54996242292a2627f25984,482cf758e49dc1c83e57d957ee2ab13752cd6881aa1a5afac043e35b3f9c3f31,1,0,0,0,0
medfact_bench_42,scifact,SUPPORT,2665d8718b3280339556632a6b2da96107cd6c315b9717247ca926c882872cc2,a517793087f486ccb9f361cbf3e4e051e888d0032fed8126f3f0d9beffb037ce,1,0,0,0,0
medfact_bench_43,scifact,SUPPORT,fa2eb527137509c65ca04c32b09d45aba2e58ffa47d14577f4f0d8f76ebec63b,d23d45e2cc8fcf2cb6ea89cf79b8de5c30431d3fec53330605da0b0f5b6c1c1c,1,0,0,0,0
medfact_bench_44,scifact,REFUTE,5350f581ec8503fe016dd6a0ae263c0e879f77de189b96d65528d7b12bff78eb,4bc112d501ca66e416d4f3b034498735183773edffe7994fd33293493700de71,1,1,0,0,0
medfact_bench_45,scifact,SUPPORT,d27df0caf73349869eef44cda3f18e82e2346437b38d6400f68374fa796ff3e7,19ef7af10cc3fde148853bef62314930a53716d70c4de3d568872c9b5dd6d449,1,1,0,0,0
medfact_bench_46,scifact,SUPPORT,d27df0caf73349869eef44cda3f18e82e2346437b38d6400f68374fa796ff3e7,e0eed343539413e17a270d8101d1a7c614b8d01e07838bcb10f1468a4e1cb7e3,1,1,0,0,0
medfact_bench_47,scifact,SUPPORT,d27df0caf73349869eef44cda3f18e82e2346437b38d6400f68374fa796ff3e7,51d3365912cb41655a36f8281031a9f141306ec3ce97467e13ae8e808ac5d346,1,1,0,0,0
medfact_bench_48,scifact,SUPPORT,d27df0caf73349869eef44cda3f18e82e2346437b38d6400f68374fa796ff3e7,f9e119acb946dcd2b15f6da58a95d333e611a90947a2112a5380c968955ee76b,1,1,0,0,0
medfact_bench_49,scifact,REFUTE,d142b5464390c7480060f7efbc6cc0df4c004381f7b721642d2cf70e34cbcb22,6cbbe07bcb59dd4fd1fb50f3c7539a157861171f211be3f58df67e246eba2319,1,1,0,0,0
medfact_bench_50,scifact,REFUTE,50f9b3ceb8c3e8a1ef1405c9b4c915cdd79da56710f06b666b21409d232a12b6,da5111082aa2445dd266ec7062d3bf0dd4408132f31886149c16252cb9aa2a5e,1,0,0,0,0
medfact_bench_51,scifact,REFUTE,a16eedb4b7c4ec934604d355b165a43c10888bfe20cda02432bd66a4b47eb5a4,adaa69f5e71d710f15e3488836ba541ca9c849d1820482146859bca61a85dda1,1,1,0,0,0
medfact_bench_52,scifact,UNCERTAIN,d13ba2b65b01e36886e3e736ef0338f08ca6472f01dd7ccbd61e9aac684197b3,ace849a17c322cd47f798424c21f5ddd67272385af523c401c567f24ac033a60,1,0,0,0,0
medfact_bench_53,scifact,SUPPORT,3654283d06cb64bff85f4f5ad85f4289be667ffb81311b75fda635f9876c3dc4,a566c3e192cea0252475110b855690cb664a1ba8cef7bf4823b1f68ef4840215,1,1,1,1,1
medfact_bench_54,scifact,REFUTE,cb5570005bcf582f0480f25f72d5e39ec43c41682e5feaa38e7e5af391d88497,bf7b117a8ccb1af1bab4e2b30a28ebc9c21d574cabdde6d3ddeaaff894df0595,1,1,0,0,0
medfact_bench_55,scifact,UNCERTAIN,b764c43a78132c6eca88d40eb1d88a6dd2706b6f421477fa776062405bcac562,a5a56c1cb54b1370de6136551b6d1bb21eb25d014d76fd28eb6e9e4ac5745400,1,1,1,0,0
medfact_bench_56,scifact,REFUTE,c0b2f59295c8a12c942324135985dcfb9f9ee14dad57795c31fa5ebcc2373028,9b5b8f78a21be75d6ddd0a55bb603b428933fdde5889caedab6bbb91b50d1f16,1,0,0,0,0
medfact_bench_57,scifact,SUPPORT,76d152b8e3fceae127e481734b25db6913232a9850b376d1cf6804feeb4248a6,9b5b8f78a21be75d6ddd0a55bb603b428933fdde5889caedab6bbb91b50d1f16,1,0,0,0,0
medfact_bench_58,scifact,SUPPORT,d45b84f896d673e35415ca204b9e9262bf54b64686923c505275c8729b8def4b,9b5b8f78a21be75d6ddd0a55bb603b428933fdde5889caedab6bbb91b50d1f16,1,0,0,0,0
medfact_bench_59,scifact,REFUTE,952f24feacbfec57ca730ad2fa4823732f427139c7db4ec7619e0bf2b1425775,9b5b8f78a21be75d6ddd0a55bb603b428933fdde5889caedab6bbb91b50d1f16,1,0,0,0,0
medfact_bench_60,scifact,SUPPORT,a71b7d0824e691b8abe2737213d43e2afb28bed8d65dd49dcebb87c1febe3070,f6e27700596ab91a5f7925b9ce1ad731fc36171057d61543dfc43de2c5c6e36e,0,0,0,0,0
medfact_bench_61,scifact,UNCERTAIN,0b38a9fc44025c0743252bcdc664d1f1c1e90f79789f938f9080d062f01d9e53,263095c73d3113f323db74a393e2cbb0f3ac03932f9e6116f309abd3a87b6d12,1,1,1,0,0
medfact_bench_62,scifact,REFUTE,74a40c0d71c40bf61835149e712236db76086a8aebfb25c1980aaec5d037d0b9,7717a0c276c2e13798f7234871f2e5440f9bd602261e51cbe6d30bc96ec9e4f0,1,0,0,0,0
medfact_bench_63,scifact,SUPPORT,7cab057216e0d04dfdca4d5e4be2518d369a8b72d17320720f5478c654960dc8,7717a0c276c2e13798f7234871f2e5440f9bd602261e51cbe6d30bc96ec9e4f0,1,0,0,0,0
medfact_bench_64,scifact,UNCERTAIN,337b3e5c58125d96df677bed71a8ea604dac2697d88be11bc97441e5f7b1077f,ca888f4df10fff1cc5b910e48648ead189b8d027efd6ab03d35a46c63c84c2b5,0,0,0,0,0
medfact_bench_65,scifact,UNCERTAIN,25f368ee086bc73e70fb44a8f442c356014265435a5fe93c9a2bc40f40075db2,6d54f7292e8552083bd7ec7f7416b19138ef75000bd62e7f42bd02f23c1cd838,1,0,0,0,0
medfact_bench_66,scifact,SUPPORT,1686a9395d329f86fb58d1094844b1d6334ed0ffb0f9846e2bb81e851b767e33,71ced06c611407f9300a5ff2faa12ac42ce31c275249e804ba52fc76972e6ee4,1,0,0,0,0
medfact_bench_67,scifact,SUPPORT,15a1791425d72c6805d1bc046881e797d8b28c05b07dad38bf0cd78132498b9f,8f7d290531c2bb6ce695be1a4b9fc83f583461c17ed19761479268d6888ae222,0,0,0,0,0
medfact_bench_68,scifact,REFUTE,4f3b57a77ecf1b9c7d36d6b0967ca42a560b04b469fe6a331900de58c0c3f6d4,8f7d290531c2bb6ce695be1a4b9fc83f583461c17ed19761479268d6888ae222,0,0,0,0,0
medfact_bench_69,scifact,SUPPORT,906b9012765f253570c216a259e5cb019f998de8afb16ee12d43edc75fba3a84,6db2d4b4fb85e37943af05dc1867b1d12f41fabde5e3195732bc008ed3c43df9,1,0,0,0,0
medfact_bench_70,scifact,SUPPORT,906b9012765f253570c216a259e5cb019f998de8afb16ee12d43edc75fba3a84,059ba7d971a16e04864f694c5f9fe3069e159d94bd9d417bc3156418b01746c9,1,0,0,0,0
medfact_bench_71,scifact,UNCERTAIN,0e95f611f4c882c21e76f782d02756f86b65468f6aced6b12452172171996e19,efc4ad4ec7762e46a56e4291849494e36882af6fc926d6feb50c805fe445f5da,1,0,0,0,0
medfact_bench_72,scifact,UNCERTAIN,70b94224fcc1e34b94b09e472697a8f98e23f012c014f4760dca9cd8ebd2eabf,efc4ad4ec7762e46a56e4291849494e36882af6fc926d6feb50c805fe445f5da,1,0,0,0,0
medfact_bench_73,scifact,REFUTE,3aefc8f6d35f67ba4837920d10da8cb030b31f0a62e8147b2df636a0de850535,833285b6390462948e8a9a8ffdea29f908eb488b605f6b1481c682ed3d7906cd,1,1,1,0,0
medfact_bench_74,scifact,SUPPORT,d3c9441103e637bf17252da561c3073ecebd7f067b34966ac3c5ba5d453ede25,2d704bdda8b320684a5b3a8c71fdd50a9025ab3285ac7f04b4a6c9aae22a8273,1,0,0,0,0
medfact_bench_75,scifact,SUPPORT,d3c9441103e637bf17252da561c3073ecebd7f067b34966ac3c5ba5d453ede25,84d57478ad17879843c27bc958fbebc1b1644aebcca5f3d38cc487c559c3af9f,1,0,0,0,0
medfact_bench_76,scifact,UNCERTAIN,d3c9441103e637bf17252da561c3073ecebd7f067b34966ac3c5ba5d453ede25,8ba0c1ed72788b4a2bb7c8d5baf1c253505e79697d04434485c678e4343943e4,1,0,0,0,0
medfact_bench_77,scifact,SUPPORT,44aa4ea43bc03dfc4321992f3a8a6c819ccc4d858e19130dcf2d8dfcee313e07,a58a299d22e07a9696fa5e3f0d45cea2b7cb84d12d7312bc4f8f8137ef8f2dd9,0,0,0,0,0
medfact_bench_78,scifact,UNCERTAIN,82015c88deac16b62939409d237cdc38ee991f3bdb562a59f8c3e05344fb4c6c,2ea490d8ad924e7b76d23aa902aedd738f6f5cdeea6e2e80320693cbf1917f2a,1,0,0,0,0
medfact_bench_79,scifact,SUPPORT,f8fdd06cd9962ecf1f5221bffb971a1d6313abe63e1f169fee18cdc5278aa388,0152b806bce89fd8bfd1ce0ff0c451eb7f18529ec0489945de1f9722c4362f32,0,0,0,0,0
medfact_bench_80,scifact,SUPPORT,74a567a500582705b840cb2142fbe611d69d63c06798d64be46646311c985199,1a1d5df6cfb881098db0da208865bac52002c8cbf0005fe9fac3b5194c5c2b71,1,1,0,0,0
medfact_bench_81,scifact,UNCERTAIN,cc5deafd15ec7293fe3d272740ee6ab1ba8528c738f445dc7cb9bb4803620e52,3f2321f1db0a4def4ff0587338cca0f31645997ffaff0fa01286f6fab4cf59a7,1,1,0,0,0
medfact_bench_82,scifact,UNCERTAIN,259fe38fc7aa96231e8fdd5cb982f1e49d5a1e4393c7c565c8f7cc0d0ce1f8a3,7717a0c276c2e13798f7234871f2e5440f9bd602261e51cbe6d30bc96ec9e4f0,1,0,0,0,0
medfact_bench_83,scifact,UNCERTAIN,80b078d8d9a167d05c9a862448e47c973621524500b58c605e29c5904622e461,05d42032d3c9c0bf25ec67cc3742c065dd3038f8ec45379d74bf259ea3e451d1,0,0,0,0,0
medfact_bench_84,scifact,SUPPORT,7c20bdd266dc2ffe2429b266ecf68b63ae4c7c856d3ea05505e934621f0f4cde,040b565d8ba18dce3b9cd0258af98002810307c21c1e3b2012944f279b5b3e89,1,0,0,0,0
medfact_bench_85,scifact,UNCERTAIN,e2bf1a7e61cb745827f0d4964292139aedc74154a1fc4f75e854edb78f4e27b2,709aad4d63babe70dec8d151b0e7049300a715229cd93c7a86472cf35d0f3859,1,0,0,0,0
medfact_bench_86,scifact,SUPPORT,2353272844d1957ee98c51a1a53dd9a422e1bcb0ca2ee9fbb1ed622f7adce6df,e3bafcc4ba83497e98a9092e4107ca1dbaa87dcf307c832ff3013a31b9232b21,0,0,0,0,0
medfact_bench_87,scifact,REFUTE,5e7f9b88bdca52a9740f6f66eb800f18f438bf7917b4ba9d82f63ba98b0c7459,5f58428d35e5395b07241a75e3a4ae69ababab271c8bdb287e58e68e482380e9,1,0,0,0,0
medfact_bench_88,scifact,SUPPORT,8c3222bc05b680a28eb21b6273aaedff6b6ba94c6262ab599b52e5fa3662194c,7bf985850a9df6dccb35dd19da07740df47490da07835d14afd78ef60f3ab445,1,1,0,0,0
medfact_bench_89,scifact,UNCERTAIN,8c3222bc05b680a28eb21b6273aaedff6b6ba94c6262ab599b52e5fa3662194c,d94ddc2fe71767c24711810a6b442593eabea99a797ae0c42f71fb2919bfef4d,1,1,0,0,0
medfact_bench_90,scifact,UNCERTAIN,ad274e1c3f5cde741e1fe167d75a286d10e713ddc83fdc2a79fa0733944294e4,634eefc6e04f06a17cce6c199449a549e2e0a12900aa946fc1a30ec47261ca99,1,1,0,0,0
medfact_bench_91,scifact,UNCERTAIN,5d31c616fec1e6176e080a071c21a4bf75150328a5bbb6b11375147b7f07f7a0,e5d5e7a51f6d2b0791d4161e8303e98557cd90b20526c00ed576061514176b76,1,0,0,0,0
medfact_bench_92,scifact,UNCERTAIN,ea6c6e09239cdd36f49cc8a6cad802f512586d6e4675bae688f4008e6f265b1b,44811223f28354ace6c27e2dce70dfbc28a831e1e84cffc62380c70bfa847aad,0,0,0,0,0
medfact_bench_93,scifact,SUPPORT,84233f430919eb295d1c30072c8da8137be81c4b068078945c73cff3717a51ee,4b9e959708d88ce26ec20ecf82d839380cb7b07c74c8fefbb795c29a9f7c9c39,1,0,0,0,0
medfact_bench_94,scifact,UNCERTAIN,a8826f5d37b05e1fe3b9199a69b6d8940968825dc55f559a60e97823a7c44904,134d98a294a25065fde4c61dfd643377070abf053d3a20ab094297aac1d2ac7c,1,0,0,0,0
medfact_bench_95,scifact,SUPPORT,ade6df83eab02b90c0f0610e71631a17a290362e5d41f88246b184c75ff9e565,559fee1c6f022442b705bae4a6829b17ac618126bdf00d082e46b975546e8fec,1,0,0,0,0
medfact_bench_96,scifact,UNCERTAIN,ade6df83eab02b90c0f0610e71631a17a290362e5d41f88246b184c75ff9e565,d2c0dcc6c8782edb429e83bf7579901dff9f4393ea3bc2786e65bdd2b566a755,1,0,0,0,0
medfact_bench_97,scifact,SUPPORT,914473c81d77d3865d32bc30c61f6a9fba0fcaf050238479f2e9449d224a2017,7f5f48df1d99acb58cc41e19e74321af04d07e0a1edfbc966c9187560d760d5c,0,0,0,0,0
medfact_bench_98,scifact,UNCERTAIN,9cf51b81121c444adf6db7d8906c7b670263b9e84d4ff80f5690672a24b000ec,97f9e4e033d655b53dc04ad317030b53ee12874008fb7af727441953d9771801,1,1,0,0,0
medfact_bench_99,scifact,SUPPORT,723bf8f294d3f1419f6c70b98002cb3e8890a7284b38dccd54c128dc36c4927f,fbfc2b3c02d2c5048a7026a2e99ca655808c3286c7933163bd540b78942ea161,1,1,0,0,0
medfact_bench_100,scifact,UNCERTAIN,a06cc090e87bb1d53a29695e9051097b27c2262d079a6853538b590792d66fe9,0b30818ab01bf5a0b68095c6b206d487bbe5d2bc00025149168383f54043fd70,1,1,1,0,0
medfact_bench_101,scifact,UNCERTAIN,e983d1cb5ce051c06ef6785be8794566142218cf83fb7b50ab83afec2c53817b,0b30818ab01bf5a0b68095c6b206d487bbe5d2bc00025149168383f54043fd70,1,1,1,0,0
medfact_bench_102,scifact,SUPPORT,5721b537017f0ba64a45c1b942edbc91f5fceae281605306da8751398b3bcc0c,2636b182f58d6282fb5b07db7d17f353eacf61a45e2c8ca402cacb47e71fe68c,1,0,0,0,0
medfact_bench_103,scifact,UNCERTAIN,6a5ce92219bdaeb1a1a1b00a8a86bd952427a1726eb946dcb080c4af37b1a289,c84b911858dafc32b5889890487d383d90e88066e1e53d2f134b3d03ddae7cb9,0,0,0,0,0
medfact_bench_104,scifact,SUPPORT,02d768bd8a95056f794d26433d5ecfe9926c1ebc5e316f5417bab25dd98a5fe7,bc325426745c25f2a5a2c11f3e20fbe0bad751ac37f19d79007dbbeef2a5da10,1,1,0,0,0
medfact_bench_105,scifact,SUPPORT,4a625e5a6beed0fd21c3f48689d5d3e96f39d5786545562c5d679a915606c8ba,110bf6b53c9f5b3904f52030b22e20836899e8c789c54d14f7abbd95e04fad84,1,0,0,0,0
medfact_bench_106,scifact,UNCERTAIN,d68edfc71fae8ae92b7c812ef87e0eb0a028463bcafd6883e97bd04b5ff40978,d453b9846856873755dabe8b5094299db51c4b1aed352502d0ac2ada7989dbcc,1,1,0,0,0
medfact_bench_107,scifact,UNCERTAIN,e8188e186bfafe4942d8f23c7812c3ab0644a0c818b7296d3110c40c7a6992ae,1d752835f05a9dc9d9fc3607076ad16fb4ba40766ac000e9f7f52f6525a5e7ad,1,1,0,0,0
medfact_bench_108,scifact,UNCERTAIN,001445b6f22c598bb30bc8b1ba43f0d59e4e719fa06745bf77d98d553aeb7379,1d752835f05a9dc9d9fc3607076ad16fb4ba40766ac000e9f7f52f6525a5e7ad,1,1,0,0,0
medfact_bench_109,scifact,SUPPORT,56ed3ecddbfe13c1b1be94c844b8c7df5377b1c72524e0247163866bbd4ad1b4,10a8c2eb91ed071b04d320efd184b85723914ad59ebf86bf3b092d5f2c3e98ed,1,0,0,0,0
medfact_bench_110,scifact,REFUTE,a11b728c83bdf98dda216b73a24f1224ebca9ef1565563ece96676a0b1717c3b,d1e3edc6e342e725de5d2f94f49a8a7b185e481f28726902c9395855bbaceaab,1,0,0,0,0
medfact_bench_111,scifact,REFUTE,a11b728c83bdf98dda216b73a24f1224ebca9ef1565563ece96676a0b1717c3b,6d743e0c3f8b61f6dbcca5dee0c54055e6c07b2cf3f8c1e0478c2e9f4db3aa46,1,0,0,0,0
medfact_bench_112,scifact,SUPPORT,c57feadf4d3d341c6cb514cfb04ddc093973333afc5d9f268e08c1fb1db91c60,9ec127089ce70e3ab78a361822969fdfa681d88131e11fe509e415e2e3227165,1,1,0,0,0
medfact_bench_113,scifact,UNCERTAIN,a2defe403ccff7b64962341acf14b956caaa0f9e04076e97ed52e61b28e75a74,63e7ead9c103fab192bd0d92bca1c72d9dff4b3abc210c43008e268e9cc209b9,1,0,0,0,0
medfact_bench_114,scifact,UNCERTAIN,ad2dd7c4306ad78ee5a6a7672cad4c296e3b410e5f305314b8801b0ec1f24fee,7fda1ba28049c0c75143ff50bddeaa48c014e7c6ac584f21229701cc56c49a06,1,0,0,0,0
medfact_bench_115,scifact,SUPPORT,c821c5438d92092d20c6b2dd7ba5fda79c9fceb675f7745d4623414156dc3ea8,72331997b2947c12ce4eab089f8546759c3f0d6479dc8f4c2ce323868ec0fd4e,1,0,0,0,0
medfact_bench_116,scifact,UNCERTAIN,ab43da3d12d6201de1157e14fe52e687bbcca4b5bc8b4e29973ac015aa413499,c042906976333f374db2ce56a08eaab72bc1ee3fc6e75c2673df689747f7a00d,0,0,0,0,0
medfact_bench_117,scifact,UNCERTAIN,622993c7b4d6f27be8ed4026116c048b9b1df147fd3112bfae4d6eadb80ce3ea,9db8e75985439e9d9f8a66865f5811d7981b4b8d82c521f232e03dc4d647578b,1,1,0,0,0
medfact_bench_118,scifact,UNCERTAIN,c405577d8c23c6e8a309c13ed2c7faae4f46aea3e28414dfca60985339d38344,7224642c816401ff7a9e30cc6fe26fc008aa107841224b0da84462076ad71085,0,0,0,0,0
