outer_fold,record_id,record_fold,feature_role,scorer_excluded_folds,own_fold_excluded,outer_test_fold_excluded
0,medfact_bench_1257,0,outer_test,0,True,True
0,medfact_bench_1275,0,outer_test,0,True,True
0,medfact_bench_1276,0,outer_test,0,True,True
0,medfact_bench_1278,0,outer_test,0,True,True
0,medfact_bench_1279,0,outer_test,0,True,True
0,medfact_bench_1280,0,outer_test,0,True,True
0,medfact_bench_1281,0,outer_test,0,True,True
0,medfact_bench_1282,0,outer_test,0,True,True
0,medfact_bench_1283,0,outer_test,0,True,True
0,medfact_bench_1286,0,outer_test,0,True,True
0,medfact_bench_1287,0,outer_test,0,True,True
0,medfact_bench_1288,0,outer_test,0,True,True
0,medfact_bench_1289,0,outer_test,0,True,True
0,medfact_bench_1290,0,outer_test,0,True,True
0,medfact_bench_1291,0,outer_test,0,True,True
0,medfact_bench_1292,0,outer_test,0,True,True
0,medfact_bench_1295,0,outer_test,0,True,True
0,medfact_bench_1296,0,outer_test,0,True,True
0,medfact_bench_1297,0,outer_test,0,True,True
0,medfact_bench_1298,0,outer_test,0,True,True
0,medfact_bench_1301,0,outer_test,0,True,True
0,medfact_bench_1302,0,outer_test,0,True,True
0,medfact_bench_1306,0,outer_test,0,True,True
0,medfact_bench_1307,0,outer_test,0,True,True
0,medfact_bench_1308,0,outer_test,0,True,True
0,medfact_bench_1309,0,outer_test,0,True,True
0,medfact_bench_1310,0,outer_test,0,True,True
0,medfact_bench_1311,0,outer_test,0,True,True
0,medfact_bench_1312,0,outer_test,0,True,True
0,medfact_bench_1313,0,outer_test,0,True,True
0,medfact_bench_1314,0,outer_test,0,True,True
0,medfact_bench_1316,0,outer_test,0,True,True
0,medfact_bench_1317,0,outer_test,0,True,True
0,medfact_bench_1318,0,outer_test,0,True,True
0,medfact_bench_1319,0,outer_test,0,True,True
0,medfact_bench_1320,0,outer_test,0,True,True
0,medfact_bench_1322,0,outer_test,0,True,True
0,medfact_bench_1323,0,outer_test,0,True,True
0,medfact_bench_1324,0,outer_test,0,True,True
0,medfact_bench_1325,0,outer_test,0,True,True
0,medfact_bench_1326,0,outer_test,0,True,True
0,medfact_bench_1327,0,outer_test,0,True,True
0,medfact_bench_1328,0,outer_test,0,True,True
0,medfact_bench_1331,0,outer_test,0,True,True
0,medfact_bench_1334,0,outer_test,0,True,True
0,medfact_bench_193,0,outer_test,0,True,True
0,medfact_bench_197,0,outer_test,0,True,True
0,medfact_bench_211,0,outer_test,0,True,True
0,medfact_bench_213,0,outer_test,0,True,True
0,medfact_bench_214,0,outer_test,0,True,True
0,medfact_bench_215,0,outer_test,0,True,True
0,medfact_bench_216,0,outer_test,0,True,True
0,medfact_bench_217,0,outer_test,0,True,True
0,medfact_bench_23,0,outer_test,0,True,True
0,medfact_bench_250,0,outer_test,0,True,True
0,medfact_bench_251,0,outer_test,0,True,True
0,medfact_bench_252,0,outer_test,0,True,True
0,medfact_bench_264,0,outer_test,0,True,True
0,medfact_bench_336,0,outer_test,0,True,True
0,medfact_bench_341,0,outer_test,0,True,True
0,medfact_bench_342,0,outer_test,0,True,True
0,medfact_bench_343,0,outer_test,0,True,True
0,medfact_bench_344,0,outer_test,0,True,True
0,medfact_bench_351,0,outer_test,0,True,True
0,medfact_bench_353,0,outer_test,0,True,True
0,medfact_bench_394,0,outer_test,0,True,True
0,medfact_bench_395,0,outer_test,0,True,True
0,medfact_bench_396,0,outer_test,0,True,True
0,medfact_bench_481,0,outer_test,0,True,True
0,medfact_bench_482,0,outer_test,0,True,True
0,medfact_bench_483,0,outer_test,0,True,True
0,medfact_bench_525,0,outer_test,0,True,True
0,medfact_bench_526,0,outer_test,0,True,True
0,medfact_bench_541,0,outer_test,0,True,True
0,medfact_bench_542,0,outer_test,0,True,True
0,medfact_bench_585,0,outer_test,0,True,True
0,medfact_bench_586,0,outer_test,0,True,True
0,medfact_bench_1372,0,outer_test,0,True,True
0,medfact_bench_1383,0,outer_test,0,True,True
0,medfact_bench_1387,0,outer_test,0,True,True
0,medfact_bench_139,0,outer_test,0,True,True
0,medfact_bench_1394,0,outer_test,0,True,True
0,medfact_bench_141,0,outer_test,0,True,True
0,medfact_bench_1417,0,outer_test,0,True,True
0,medfact_bench_1418,0,outer_test,0,True,True
0,medfact_bench_1421,0,outer_test,0,True,True
0,medfact_bench_1430,0,outer_test,0,True,True
0,medfact_bench_1442,0,outer_test,0,True,True
0,medfact_bench_1457,0,outer_test,0,True,True
0,medfact_bench_1469,0,outer_test,0,True,True
0,medfact_bench_1470,0,outer_test,0,True,True
0,medfact_bench_1471,0,outer_test,0,True,True
0,medfact_bench_1500,0,outer_test,0,True,True
0,medfact_bench_1512,0,outer_test,0,True,True
0,medfact_bench_1527,0,outer_test,0,True,True
0,medfact_bench_1528,0,outer_test,0,True,True
0,medfact_bench_1532,0,outer_test,0,True,True
0,medfact_bench_1533,0,outer_test,0,True,True
0,medfact_bench_1545,0,outer_test,0,True,True
0,medfact_bench_1547,0,outer_test,0,True,True
0,medfact_bench_1548,0,outer_test,0,True,True
0,medfact_bench_1017,1,risk_training_inner_oof,0;1,True,True
0,medfact_bench_100,1,risk_training_inner_oof,0;1,True,True
0,medfact_bench_1018,1,risk_training_inner_oof,0;1,True,True
0,medfact_bench_1019,1,risk_training_inner_oof,0;1,True,True
0,medfact_bench_1020,1,risk_training_inner_oof,0;1,True,True
0,medfact_bench_1031,1,risk_training_inner_oof,0;1,True,True
0,medfact_bench_1032,1,risk_training_inner_oof,0;1,True,True
0,medfact_bench_1033,1,risk_training_inner_oof,0;1,True,True
0,medfact_bench_1034,1,risk_training_inner_oof,0;1,True,True
0,medfact_bench_105,1,risk_training_inner_oof,0;1,True,True
0,medfact_bench_1088,1,risk_training_inner_oof,0;1,True,True
0,medfact_bench_1089,1,risk_training_inner_oof,0;1,True,True
0,medfact_bench_109,1,risk_training_inner_oof,0;1,True,True
0,medfact_bench_1091,1,risk_training_inner_oof,0;1,True,True
0,medfact_bench_1092,1,risk_training_inner_oof,0;1,True,True
0,medfact_bench_1104,1,risk_training_inner_oof,0;1,True,True
0,medfact_bench_1105,1,risk_training_inner_oof,0;1,True,True
0,medfact_bench_1108,1,risk_training_inner_oof,0;1,True,True
0,medfact_bench_1016,1,risk_training_inner_oof,0;1,True,True
0,medfact_bench_1027,1,risk_training_inner_oof,0;1,True,True
0,medfact_bench_1028,1,risk_training_inner_oof,0;1,True,True
0,medfact_bench_1029,1,risk_training_inner_oof,0;1,True,True
0,medfact_bench_1030,1,risk_training_inner_oof,0;1,True,True
0,medfact_bench_1081,1,risk_training_inner_oof,0;1,True,True
0,medfact_bench_101,1,risk_training_inner_oof,0;1,True,True
0,medfact_bench_1035,1,risk_training_inner_oof,0;1,True,True
0,medfact_bench_1036,1,risk_training_inner_oof,0;1,True,True
0,medfact_bench_1090,1,risk_training_inner_oof,0;1,True,True
0,medfact_bench_1093,1,risk_training_inner_oof,0;1,True,True
0,medfact_bench_1106,1,risk_training_inner_oof,0;1,True,True
0,medfact_bench_1107,1,risk_training_inner_oof,0;1,True,True
0,medfact_bench_1109,1,risk_training_inner_oof,0;1,True,True
0,medfact_bench_113,1,risk_training_inner_oof,0;1,True,True
0,medfact_bench_115,1,risk_training_inner_oof,0;1,True,True
0,medfact_bench_1158,1,risk_training_inner_oof,0;1,True,True
0,medfact_bench_1159,1,risk_training_inner_oof,0;1,True,True
0,medfact_bench_1160,1,risk_training_inner_oof,0;1,True,True
0,medfact_bench_1165,1,risk_training_inner_oof,0;1,True,True
0,medfact_bench_1217,1,risk_training_inner_oof,0;1,True,True
0,medfact_bench_1163,1,risk_training_inner_oof,0;1,True,True
0,medfact_bench_1164,1,risk_training_inner_oof,0;1,True,True
0,medfact_bench_1166,1,risk_training_inner_oof,0;1,True,True
0,medfact_bench_1167,1,risk_training_inner_oof,0;1,True,True
0,medfact_bench_1203,1,risk_training_inner_oof,0;1,True,True
0,medfact_bench_1204,1,risk_training_inner_oof,0;1,True,True
0,medfact_bench_1205,1,risk_training_inner_oof,0;1,True,True
0,medfact_bench_1206,1,risk_training_inner_oof,0;1,True,True
0,medfact_bench_14,1,risk_training_inner_oof,0;1,True,True
0,medfact_bench_1576,1,risk_training_inner_oof,0;1,True,True
0,medfact_bench_1603,1,risk_training_inner_oof,0;1,True,True
0,medfact_bench_185,1,risk_training_inner_oof,0;1,True,True
0,medfact_bench_114,1,risk_training_inner_oof,0;1,True,True
0,medfact_bench_1156,1,risk_training_inner_oof,0;1,True,True
0,medfact_bench_1157,1,risk_training_inner_oof,0;1,True,True
0,medfact_bench_116,1,risk_training_inner_oof,0;1,True,True
0,medfact_bench_1161,1,risk_training_inner_oof,0;1,True,True
0,medfact_bench_1162,1,risk_training_inner_oof,0;1,True,True
0,medfact_bench_133,1,risk_training_inner_oof,0;1,True,True
0,medfact_bench_134,1,risk_training_inner_oof,0;1,True,True
0,medfact_bench_1218,1,risk_training_inner_oof,0;1,True,True
0,medfact_bench_1219,1,risk_training_inner_oof,0;1,True,True
0,medfact_bench_1220,1,risk_training_inner_oof,0;1,True,True
0,medfact_bench_1221,1,risk_training_inner_oof,0;1,True,True
0,medfact_bench_1222,1,risk_training_inner_oof,0;1,True,True
0,medfact_bench_1223,1,risk_training_inner_oof,0;1,True,True
0,medfact_bench_126,1,risk_training_inner_oof,0;1,True,True
0,medfact_bench_1273,1,risk_training_inner_oof,0;1,True,True
0,medfact_bench_1274,1,risk_training_inner_oof,0;1,True,True
0,medfact_bench_13,1,risk_training_inner_oof,0;1,True,True
0,medfact_bench_130,1,risk_training_inner_oof,0;1,True,True
0,medfact_bench_132,1,risk_training_inner_oof,0;1,True,True
0,medfact_bench_1321,1,risk_training_inner_oof,0;1,True,True
0,medfact_bench_229,1,risk_training_inner_oof,0;1,True,True
0,medfact_bench_266,1,risk_training_inner_oof,0;1,True,True
0,medfact_bench_319,1,risk_training_inner_oof,0;1,True,True
0,medfact_bench_345,1,risk_training_inner_oof,0;1,True,True
0,medfact_bench_39,1,risk_training_inner_oof,0;1,True,True
0,medfact_bench_419,1,risk_training_inner_oof,0;1,True,True
0,medfact_bench_440,1,risk_training_inner_oof,0;1,True,True
0,medfact_bench_441,1,risk_training_inner_oof,0;1,True,True
0,medfact_bench_443,1,risk_training_inner_oof,0;1,True,True
0,medfact_bench_509,1,risk_training_inner_oof,0;1,True,True
0,medfact_bench_51,1,risk_training_inner_oof,0;1,True,True
0,medfact_bench_510,1,risk_training_inner_oof,0;1,True,True
0,medfact_bench_511,1,risk_training_inner_oof,0;1,True,True
0,medfact_bench_512,1,risk_training_inner_oof,0;1,True,True
0,medfact_bench_515,1,risk_training_inner_oof,0;1,True,True
0,medfact_bench_529,1,risk_training_inner_oof,0;1,True,True
0,medfact_bench_54,1,risk_training_inner_oof,0;1,True,True
0,medfact_bench_549,1,risk_training_inner_oof,0;1,True,True
0,medfact_bench_550,1,risk_training_inner_oof,0;1,True,True
0,medfact_bench_552,1,risk_training_inner_oof,0;1,True,True
0,medfact_bench_553,1,risk_training_inner_oof,0;1,True,True
0,medfact_bench_1411,1,risk_training_inner_oof,0;1,True,True
0,medfact_bench_1486,1,risk_training_inner_oof,0;1,True,True
0,medfact_bench_1569,1,risk_training_inner_oof,0;1,True,True
0,medfact_bench_1573,1,risk_training_inner_oof,0;1,True,True
0,medfact_bench_1578,1,risk_training_inner_oof,0;1,True,True
0,medfact_bench_1588,1,risk_training_inner_oof,0;1,True,True
0,medfact_bench_1602,1,risk_training_inner_oof,0;1,True,True
0,medfact_bench_161,1,risk_training_inner_oof,0;1,True,True
0,medfact_bench_162,1,risk_training_inner_oof,0;1,True,True
0,medfact_bench_163,1,risk_training_inner_oof,0;1,True,True
0,medfact_bench_1648,1,risk_training_inner_oof,0;1,True,True
0,medfact_bench_1654,1,risk_training_inner_oof,0;1,True,True
0,medfact_bench_1656,1,risk_training_inner_oof,0;1,True,True
0,medfact_bench_167,1,risk_training_inner_oof,0;1,True,True
0,medfact_bench_1673,1,risk_training_inner_oof,0;1,True,True
0,medfact_bench_1722,1,risk_training_inner_oof,0;1,True,True
0,medfact_bench_1723,1,risk_training_inner_oof,0;1,True,True
0,medfact_bench_1724,1,risk_training_inner_oof,0;1,True,True
0,medfact_bench_1725,1,risk_training_inner_oof,0;1,True,True
0,medfact_bench_1726,1,risk_training_inner_oof,0;1,True,True
0,medfact_bench_1727,1,risk_training_inner_oof,0;1,True,True
0,medfact_bench_1,2,risk_training_inner_oof,0;2,True,True
0,medfact_bench_102,2,risk_training_inner_oof,0;2,True,True
0,medfact_bench_1040,2,risk_training_inner_oof,0;2,True,True
0,medfact_bench_1041,2,risk_training_inner_oof,0;2,True,True
0,medfact_bench_1063,2,risk_training_inner_oof,0;2,True,True
0,medfact_bench_1071,2,risk_training_inner_oof,0;2,True,True
0,medfact_bench_1072,2,risk_training_inner_oof,0;2,True,True
0,medfact_bench_1073,2,risk_training_inner_oof,0;2,True,True
0,medfact_bench_1074,2,risk_training_inner_oof,0;2,True,True
0,medfact_bench_1075,2,risk_training_inner_oof,0;2,True,True
0,medfact_bench_1082,2,risk_training_inner_oof,0;2,True,True
0,medfact_bench_1083,2,risk_training_inner_oof,0;2,True,True
0,medfact_bench_1084,2,risk_training_inner_oof,0;2,True,True
0,medfact_bench_1085,2,risk_training_inner_oof,0;2,True,True
0,medfact_bench_1111,2,risk_training_inner_oof,0;2,True,True
0,medfact_bench_1112,2,risk_training_inner_oof,0;2,True,True
0,medfact_bench_1059,2,risk_training_inner_oof,0;2,True,True
0,medfact_bench_1060,2,risk_training_inner_oof,0;2,True,True
0,medfact_bench_1061,2,risk_training_inner_oof,0;2,True,True
0,medfact_bench_1062,2,risk_training_inner_oof,0;2,True,True
0,medfact_bench_1076,2,risk_training_inner_oof,0;2,True,True
0,medfact_bench_1077,2,risk_training_inner_oof,0;2,True,True
0,medfact_bench_1078,2,risk_training_inner_oof,0;2,True,True
0,medfact_bench_1079,2,risk_training_inner_oof,0;2,True,True
0,medfact_bench_1080,2,risk_training_inner_oof,0;2,True,True
0,medfact_bench_1110,2,risk_training_inner_oof,0;2,True,True
0,medfact_bench_1140,2,risk_training_inner_oof,0;2,True,True
0,medfact_bench_1141,2,risk_training_inner_oof,0;2,True,True
0,medfact_bench_1021,2,risk_training_inner_oof,0;2,True,True
0,medfact_bench_1022,2,risk_training_inner_oof,0;2,True,True
0,medfact_bench_1023,2,risk_training_inner_oof,0;2,True,True
0,medfact_bench_1024,2,risk_training_inner_oof,0;2,True,True
0,medfact_bench_1025,2,risk_training_inner_oof,0;2,True,True
0,medfact_bench_1026,2,risk_training_inner_oof,0;2,True,True
0,medfact_bench_107,2,risk_training_inner_oof,0;2,True,True
0,medfact_bench_108,2,risk_training_inner_oof,0;2,True,True
0,medfact_bench_1086,2,risk_training_inner_oof,0;2,True,True
0,medfact_bench_1087,2,risk_training_inner_oof,0;2,True,True
0,medfact_bench_112,2,risk_training_inner_oof,0;2,True,True
0,medfact_bench_1144,2,risk_training_inner_oof,0;2,True,True
0,medfact_bench_1145,2,risk_training_inner_oof,0;2,True,True
0,medfact_bench_1146,2,risk_training_inner_oof,0;2,True,True
0,medfact_bench_1147,2,risk_training_inner_oof,0;2,True,True
0,medfact_bench_1171,2,risk_training_inner_oof,0;2,True,True
0,medfact_bench_1172,2,risk_training_inner_oof,0;2,True,True
0,medfact_bench_1173,2,risk_training_inner_oof,0;2,True,True
0,medfact_bench_1174,2,risk_training_inner_oof,0;2,True,True
0,medfact_bench_1175,2,risk_training_inner_oof,0;2,True,True
0,medfact_bench_1182,2,risk_training_inner_oof,0;2,True,True
0,medfact_bench_1185,2,risk_training_inner_oof,0;2,True,True
0,medfact_bench_1186,2,risk_training_inner_oof,0;2,True,True
0,medfact_bench_1187,2,risk_training_inner_oof,0;2,True,True
0,medfact_bench_1198,2,risk_training_inner_oof,0;2,True,True
0,medfact_bench_1199,2,risk_training_inner_oof,0;2,True,True
0,medfact_bench_1207,2,risk_training_inner_oof,0;2,True,True
0,medfact_bench_1208,2,risk_training_inner_oof,0;2,True,True
0,medfact_bench_1142,2,risk_training_inner_oof,0;2,True,True
0,medfact_bench_1143,2,risk_training_inner_oof,0;2,True,True
0,medfact_bench_1168,2,risk_training_inner_oof,0;2,True,True
0,medfact_bench_1169,2,risk_training_inner_oof,0;2,True,True
0,medfact_bench_1183,2,risk_training_inner_oof,0;2,True,True
0,medfact_bench_1184,2,risk_training_inner_oof,0;2,True,True
0,medfact_bench_119,2,risk_training_inner_oof,0;2,True,True
0,medfact_bench_1197,2,risk_training_inner_oof,0;2,True,True
0,medfact_bench_12,2,risk_training_inner_oof,0;2,True,True
0,medfact_bench_150,2,risk_training_inner_oof,0;2,True,True
0,medfact_bench_168,2,risk_training_inner_oof,0;2,True,True
0,medfact_bench_182,2,risk_training_inner_oof,0;2,True,True
0,medfact_bench_189,2,risk_training_inner_oof,0;2,True,True
0,medfact_bench_1148,2,risk_training_inner_oof,0;2,True,True
0,medfact_bench_1149,2,risk_training_inner_oof,0;2,True,True
0,medfact_bench_1170,2,risk_training_inner_oof,0;2,True,True
0,medfact_bench_124,2,risk_training_inner_oof,0;2,True,True
0,medfact_bench_248,2,risk_training_inner_oof,0;2,True,True
0,medfact_bench_253,2,risk_training_inner_oof,0;2,True,True
0,medfact_bench_255,2,risk_training_inner_oof,0;2,True,True
0,medfact_bench_258,2,risk_training_inner_oof,0;2,True,True
0,medfact_bench_270,2,risk_training_inner_oof,0;2,True,True
0,medfact_bench_301,2,risk_training_inner_oof,0;2,True,True
0,medfact_bench_380,2,risk_training_inner_oof,0;2,True,True
0,medfact_bench_381,2,risk_training_inner_oof,0;2,True,True
0,medfact_bench_382,2,risk_training_inner_oof,0;2,True,True
0,medfact_bench_383,2,risk_training_inner_oof,0;2,True,True
0,medfact_bench_384,2,risk_training_inner_oof,0;2,True,True
0,medfact_bench_44,2,risk_training_inner_oof,0;2,True,True
0,medfact_bench_49,2,risk_training_inner_oof,0;2,True,True
0,medfact_bench_50,2,risk_training_inner_oof,0;2,True,True
0,medfact_bench_142,2,risk_training_inner_oof,0;2,True,True
0,medfact_bench_1461,2,risk_training_inner_oof,0;2,True,True
0,medfact_bench_1465,2,risk_training_inner_oof,0;2,True,True
0,medfact_bench_154,2,risk_training_inner_oof,0;2,True,True
0,medfact_bench_1581,2,risk_training_inner_oof,0;2,True,True
0,medfact_bench_159,2,risk_training_inner_oof,0;2,True,True
0,medfact_bench_1595,2,risk_training_inner_oof,0;2,True,True
0,medfact_bench_1619,2,risk_training_inner_oof,0;2,True,True
0,medfact_bench_1621,2,risk_training_inner_oof,0;2,True,True
0,medfact_bench_166,2,risk_training_inner_oof,0;2,True,True
0,medfact_bench_1676,2,risk_training_inner_oof,0;2,True,True
0,medfact_bench_17,2,risk_training_inner_oof,0;2,True,True
0,medfact_bench_1701,2,risk_training_inner_oof,0;2,True,True
0,medfact_bench_1738,2,risk_training_inner_oof,0;2,True,True
0,medfact_bench_1741,2,risk_training_inner_oof,0;2,True,True
0,medfact_bench_1748,2,risk_training_inner_oof,0;2,True,True
0,medfact_bench_1770,2,risk_training_inner_oof,0;2,True,True
0,medfact_bench_1775,2,risk_training_inner_oof,0;2,True,True
0,medfact_bench_1776,2,risk_training_inner_oof,0;2,True,True
0,medfact_bench_1779,2,risk_training_inner_oof,0;2,True,True
0,medfact_bench_1782,2,risk_training_inner_oof,0;2,True,True
0,medfact_bench_1784,2,risk_training_inner_oof,0;2,True,True
0,medfact_bench_1785,2,risk_training_inner_oof,0;2,True,True
0,medfact_bench_1787,2,risk_training_inner_oof,0;2,True,True
0,medfact_bench_1788,2,risk_training_inner_oof,0;2,True,True
0,medfact_bench_1790,2,risk_training_inner_oof,0;2,True,True
0,medfact_bench_10,3,risk_training_inner_oof,0;3,True,True
0,medfact_bench_1013,3,risk_training_inner_oof,0;3,True,True
0,medfact_bench_1042,3,risk_training_inner_oof,0;3,True,True
0,medfact_bench_1064,3,risk_training_inner_oof,0;3,True,True
0,medfact_bench_1065,3,risk_training_inner_oof,0;3,True,True
0,medfact_bench_1067,3,risk_training_inner_oof,0;3,True,True
0,medfact_bench_1068,3,risk_training_inner_oof,0;3,True,True
0,medfact_bench_1069,3,risk_training_inner_oof,0;3,True,True
0,medfact_bench_11,3,risk_training_inner_oof,0;3,True,True
0,medfact_bench_1113,3,risk_training_inner_oof,0;3,True,True
0,medfact_bench_1114,3,risk_training_inner_oof,0;3,True,True
0,medfact_bench_1115,3,risk_training_inner_oof,0;3,True,True
0,medfact_bench_1014,3,risk_training_inner_oof,0;3,True,True
0,medfact_bench_1015,3,risk_training_inner_oof,0;3,True,True
0,medfact_bench_1066,3,risk_training_inner_oof,0;3,True,True
0,medfact_bench_1098,3,risk_training_inner_oof,0;3,True,True
0,medfact_bench_1099,3,risk_training_inner_oof,0;3,True,True
0,medfact_bench_110,3,risk_training_inner_oof,0;3,True,True
0,medfact_bench_1100,3,risk_training_inner_oof,0;3,True,True
0,medfact_bench_1101,3,risk_training_inner_oof,0;3,True,True
0,medfact_bench_1102,3,risk_training_inner_oof,0;3,True,True
0,medfact_bench_1103,3,risk_training_inner_oof,0;3,True,True
0,medfact_bench_111,3,risk_training_inner_oof,0;3,True,True
0,medfact_bench_1138,3,risk_training_inner_oof,0;3,True,True
0,medfact_bench_1139,3,risk_training_inner_oof,0;3,True,True
0,medfact_bench_1007,3,risk_training_inner_oof,0;3,True,True
0,medfact_bench_1008,3,risk_training_inner_oof,0;3,True,True
0,medfact_bench_1009,3,risk_training_inner_oof,0;3,True,True
0,medfact_bench_1010,3,risk_training_inner_oof,0;3,True,True
0,medfact_bench_1011,3,risk_training_inner_oof,0;3,True,True
0,medfact_bench_1012,3,risk_training_inner_oof,0;3,True,True
0,medfact_bench_103,3,risk_training_inner_oof,0;3,True,True
0,medfact_bench_1043,3,risk_training_inner_oof,0;3,True,True
0,medfact_bench_1044,3,risk_training_inner_oof,0;3,True,True
0,medfact_bench_1045,3,risk_training_inner_oof,0;3,True,True
0,medfact_bench_106,3,risk_training_inner_oof,0;3,True,True
0,medfact_bench_1070,3,risk_training_inner_oof,0;3,True,True
0,medfact_bench_1135,3,risk_training_inner_oof,0;3,True,True
0,medfact_bench_1136,3,risk_training_inner_oof,0;3,True,True
0,medfact_bench_1137,3,risk_training_inner_oof,0;3,True,True
0,medfact_bench_1151,3,risk_training_inner_oof,0;3,True,True
0,medfact_bench_1153,3,risk_training_inner_oof,0;3,True,True
0,medfact_bench_1155,3,risk_training_inner_oof,0;3,True,True
0,medfact_bench_1200,3,risk_training_inner_oof,0;3,True,True
0,medfact_bench_1201,3,risk_training_inner_oof,0;3,True,True
0,medfact_bench_1202,3,risk_training_inner_oof,0;3,True,True
0,medfact_bench_1212,3,risk_training_inner_oof,0;3,True,True
0,medfact_bench_1213,3,risk_training_inner_oof,0;3,True,True
0,medfact_bench_1214,3,risk_training_inner_oof,0;3,True,True
0,medfact_bench_1215,3,risk_training_inner_oof,0;3,True,True
0,medfact_bench_1216,3,risk_training_inner_oof,0;3,True,True
0,medfact_bench_1150,3,risk_training_inner_oof,0;3,True,True
0,medfact_bench_1152,3,risk_training_inner_oof,0;3,True,True
0,medfact_bench_1154,3,risk_training_inner_oof,0;3,True,True
0,medfact_bench_1209,3,risk_training_inner_oof,0;3,True,True
0,medfact_bench_121,3,risk_training_inner_oof,0;3,True,True
0,medfact_bench_1210,3,risk_training_inner_oof,0;3,True,True
0,medfact_bench_127,3,risk_training_inner_oof,0;3,True,True
0,medfact_bench_174,3,risk_training_inner_oof,0;3,True,True
0,medfact_bench_1176,3,risk_training_inner_oof,0;3,True,True
0,medfact_bench_1177,3,risk_training_inner_oof,0;3,True,True
0,medfact_bench_1178,3,risk_training_inner_oof,0;3,True,True
0,medfact_bench_1179,3,risk_training_inner_oof,0;3,True,True
0,medfact_bench_1180,3,risk_training_inner_oof,0;3,True,True
0,medfact_bench_1181,3,risk_training_inner_oof,0;3,True,True
0,medfact_bench_1211,3,risk_training_inner_oof,0;3,True,True
0,medfact_bench_125,3,risk_training_inner_oof,0;3,True,True
0,medfact_bench_1261,3,risk_training_inner_oof,0;3,True,True
0,medfact_bench_1268,3,risk_training_inner_oof,0;3,True,True
0,medfact_bench_123,3,risk_training_inner_oof,0;3,True,True
0,medfact_bench_1259,3,risk_training_inner_oof,0;3,True,True
0,medfact_bench_1260,3,risk_training_inner_oof,0;3,True,True
0,medfact_bench_1266,3,risk_training_inner_oof,0;3,True,True
0,medfact_bench_1267,3,risk_training_inner_oof,0;3,True,True
0,medfact_bench_1269,3,risk_training_inner_oof,0;3,True,True
0,medfact_bench_1270,3,risk_training_inner_oof,0;3,True,True
0,medfact_bench_1271,3,risk_training_inner_oof,0;3,True,True
0,medfact_bench_1272,3,risk_training_inner_oof,0;3,True,True
0,medfact_bench_128,3,risk_training_inner_oof,0;3,True,True
0,medfact_bench_131,3,risk_training_inner_oof,0;3,True,True
0,medfact_bench_1941,3,risk_training_inner_oof,0;3,True,True
0,medfact_bench_210,3,risk_training_inner_oof,0;3,True,True
0,medfact_bench_220,3,risk_training_inner_oof,0;3,True,True
0,medfact_bench_222,3,risk_training_inner_oof,0;3,True,True
0,medfact_bench_269,3,risk_training_inner_oof,0;3,True,True
0,medfact_bench_28,3,risk_training_inner_oof,0;3,True,True
0,medfact_bench_322,3,risk_training_inner_oof,0;3,True,True
