record_id,source_record_id,dataset,frozen_gold_label,sampling_frame,selection_rule,selection_order_within_label,normalized_claim_sha256,normalized_source_sha256,component_id,outer_fold,near_duplicate_threshold,selection_seed
medfact_bench_1023,medfact_bench_1023,healthver,UNCERTAIN,standardized_claim_evidence_pool_6454,lexicographic_record_id_within_label_first_200,19,89092601e262912bf66377a78f4dc6738a9475fa1522975e9b0446dfe99b7f9d,e336d76709db80dfc5b0cdbdc3e9a68aed5363035a4132fe91e86939f0dfe1eb,pair_component_0022,2,0.9,20260618
medfact_bench_1024,medfact_bench_1024,healthver,UNCERTAIN,standardized_claim_evidence_pool_6454,lexicographic_record_id_within_label_first_200,20,89092601e262912bf66377a78f4dc6738a9475fa1522975e9b0446dfe99b7f9d,37912fee0e1d5c7aa698d911368d03d1227b88633b583d1944d2e7f345cc8edc,pair_component_0022,2,0.9,20260618
medfact_bench_1025,medfact_bench_1025,healthver,UNCERTAIN,standardized_claim_evidence_pool_6454,lexicographic_record_id_within_label_first_200,21,89092601e262912bf66377a78f4dc6738a9475fa1522975e9b0446dfe99b7f9d,0c08731fd541dd9adefa63cf0acf996f6ab5c40d0599d16dc258cbf6510ba99d,pair_component_0022,2,0.9,20260618
medfact_bench_1026,medfact_bench_1026,healthver,UNCERTAIN,standardized_claim_evidence_pool_6454,lexicographic_record_id_within_label_first_200,22,89092601e262912bf66377a78f4dc6738a9475fa1522975e9b0446dfe99b7f9d,5815813556a021161c2bc51b5cd2062c240f308e30020ed873a5d5bcf5448fb7,pair_component_0022,2,0.9,20260618
medfact_bench_1027,medfact_bench_1027,healthver,REFUTE,standardized_claim_evidence_pool_6454,lexicographic_record_id_within_label_first_200,6,5aecdb2c8a199c45fb1e8a428aa4e385dc8ffab719da137bd7e674aba91c9602,dca83ff8caef4bd3b9ed0cc57a95ac144b5c9f18e4699ab240caeadcaa7000ca,pair_component_0066,1,0.9,20260618
medfact_bench_1028,medfact_bench_1028,healthver,REFUTE,standardized_claim_evidence_pool_6454,lexicographic_record_id_within_label_first_200,7,5aecdb2c8a199c45fb1e8a428aa4e385dc8ffab719da137bd7e674aba91c9602,268a19ae78eeb127a5d306961f5fbb99368e3a1665e04139830461af591551af,pair_component_0066,1,0.9,20260618
medfact_bench_1029,medfact_bench_1029,healthver,REFUTE,standardized_claim_evidence_pool_6454,lexicographic_record_id_within_label_first_200,8,5aecdb2c8a199c45fb1e8a428aa4e385dc8ffab719da137bd7e674aba91c9602,f4e6f4886907a6599abda1097fbea62ae7ce68586bc40dced75e50e417ba15f5,pair_component_0066,1,0.9,20260618
medfact_bench_103,medfact_bench_103,scifact,UNCERTAIN,standardized_claim_evidence_pool_6454,lexicographic_record_id_within_label_first_200,23,6a5ce92219bdaeb1a1a1b00a8a86bd952427a1726eb946dcb080c4af37b1a289,c84b911858dafc32b5889890487d383d90e88066e1e53d2f134b3d03ddae7cb9,pair_component_0023,3,0.9,20260618
medfact_bench_1030,medfact_bench_1030,healthver,REFUTE,standardized_claim_evidence_pool_6454,lexicographic_record_id_within_label_first_200,9,5aecdb2c8a199c45fb1e8a428aa4e385dc8ffab719da137bd7e674aba91c9602,ce70c64bc8ae184bbe8e90ff59198be9717d1b8ed40fe79eec47471b2d66b49e,pair_component_0066,1,0.9,20260618
medfact_bench_1031,medfact_bench_1031,healthver,SUPPORT,standardized_claim_evidence_pool_6454,lexicographic_record_id_within_label_first_200,7,c15215d4ad24b7af656e8243490adfff9790eda55228f81dcfa047c2e922f263,2845b3e722aa40a41fdd004351eae35edab3624c1e4f93650417e826d82bb858,pair_component_0004,1,0.9,20260618
medfact_bench_1032,medfact_bench_1032,healthver,SUPPORT,standardized_claim_evidence_pool_6454,lexicographic_record_id_within_label_first_200,8,c15215d4ad24b7af656e8243490adfff9790eda55228f81dcfa047c2e922f263,f19d17014a1174a1dfc5b66fc4443b67bdc485f266663284f7b1fab09da4ff29,pair_component_0004,1,0.9,20260618
medfact_bench_1033,medfact_bench_1033,healthver,SUPPORT,standardized_claim_evidence_pool_6454,lexicographic_record_id_within_label_first_200,9,c15215d4ad24b7af656e8243490adfff9790eda55228f81dcfa047c2e922f263,ad4e2ae8d43720d23405105427ea5a3656230d7425a297f422663cba55a805ca,pair_component_0004,1,0.9,20260618
medfact_bench_1034,medfact_bench_1034,healthver,SUPPORT,standardized_claim_evidence_pool_6454,lexicographic_record_id_within_label_first_200,10,c15215d4ad24b7af656e8243490adfff9790eda55228f81dcfa047c2e922f263,5e877f654ff1a569e2d894518ae636adc02a54da488251c30912d4214c22f638,pair_component_0004,1,0.9,20260618
medfact_bench_1035,medfact_bench_1035,healthver,UNCERTAIN,standardized_claim_evidence_pool_6454,lexicographic_record_id_within_label_first_200,24,c15215d4ad24b7af656e8243490adfff9790eda55228f81dcfa047c2e922f263,ba53e013d64adbb4c0f3eed21390c9fd7df4c559dc0cbdd590854ea756160858,pair_component_0004,1,0.9,20260618
medfact_bench_1036,medfact_bench_1036,healthver,UNCERTAIN,standardized_claim_evidence_pool_6454,lexicographic_record_id_within_label_first_200,25,c15215d4ad24b7af656e8243490adfff9790eda55228f81dcfa047c2e922f263,1b614abf49613927cbf42f247d9066525db8dbdd45cd8ade32726af38b9e2ba8,pair_component_0004,1,0.9,20260618
medfact_bench_1037,medfact_bench_1037,healthver,REFUTE,standardized_claim_evidence_pool_6454,lexicographic_record_id_within_label_first_200,10,0ae64dd60395e05186ccfadd3b17b65f1056f6fb7bb524a3adf358e81dde8510,c7ea7ea3d87b1be961dc5af2f3642aa110d6bf9d50df2d42184c10e7271eb229,pair_component_0024,4,0.9,20260618
medfact_bench_1038,medfact_bench_1038,healthver,UNCERTAIN,standardized_claim_evidence_pool_6454,lexicographic_record_id_within_label_first_200,26,0ae64dd60395e05186ccfadd3b17b65f1056f6fb7bb524a3adf358e81dde8510,632614d1bbf0eec63ff03cd0b7475fcd6b33f7b0eeb46d4c3abe296d53df7f00,pair_component_0024,4,0.9,20260618
medfact_bench_1039,medfact_bench_1039,healthver,UNCERTAIN,standardized_claim_evidence_pool_6454,lexicographic_record_id_within_label_first_200,27,0ae64dd60395e05186ccfadd3b17b65f1056f6fb7bb524a3adf358e81dde8510,b59695aed47d14a422a9cf0337ad0dcaa62a36a94eabc43e7c5055e64c5da88d,pair_component_0024,4,0.9,20260618
medfact_bench_104,medfact_bench_104,scifact,SUPPORT,standardized_claim_evidence_pool_6454,lexicographic_record_id_within_label_first_200,11,02d768bd8a95056f794d26433d5ecfe9926c1ebc5e316f5417bab25dd98a5fe7,bc325426745c25f2a5a2c11f3e20fbe0bad751ac37f19d79007dbbeef2a5da10,pair_component_0005,4,0.9,20260618
medfact_bench_1040,medfact_bench_1040,healthver,SUPPORT,standardized_claim_evidence_pool_6454,lexicographic_record_id_within_label_first_200,12,f3a5594d6d820c43b10464d61d3bfdfdbfa2f6c514758517436408501adc1e2a,a9c483770f3122c3a5cf6a43aeaed7d515913fd4e5d1e1d0065122d47310bbe5,pair_component_0036,2,0.9,20260618
medfact_bench_1041,medfact_bench_1041,healthver,SUPPORT,standardized_claim_evidence_pool_6454,lexicographic_record_id_within_label_first_200,13,f3a5594d6d820c43b10464d61d3bfdfdbfa2f6c514758517436408501adc1e2a,f380c547a30f76cd860b598e078462f8c68347fea9e667b0885aabcf37ee0892,pair_component_0036,2,0.9,20260618
medfact_bench_1042,medfact_bench_1042,healthver,SUPPORT,standardized_claim_evidence_pool_6454,lexicographic_record_id_within_label_first_200,14,6beca193bae9111a43c9ad8f18bb6a12e15ff81ccb5fd60e7efb8bb2c139c8c6,80ba155829e26c2236236c3ea90e9c15f2f5b720987710389c635f6e57e416d9,pair_component_0025,3,0.9,20260618
medfact_bench_1043,medfact_bench_1043,healthver,UNCERTAIN,standardized_claim_evidence_pool_6454,lexicographic_record_id_within_label_first_200,28,6beca193bae9111a43c9ad8f18bb6a12e15ff81ccb5fd60e7efb8bb2c139c8c6,6657e1d39cbceef5012f0b1ec1e33583efdf4cd30f902ee9fb79387e302b5605,pair_component_0025,3,0.9,20260618
medfact_bench_1044,medfact_bench_1044,healthver,UNCERTAIN,standardized_claim_evidence_pool_6454,lexicographic_record_id_within_label_first_200,29,6beca193bae9111a43c9ad8f18bb6a12e15ff81ccb5fd60e7efb8bb2c139c8c6,49a98c27299bae1f5c1a9fef7295068f4bbf946645f6243756e701e131ef4a44,pair_component_0025,3,0.9,20260618
medfact_bench_1045,medfact_bench_1045,healthver,UNCERTAIN,standardized_claim_evidence_pool_6454,lexicographic_record_id_within_label_first_200,30,6beca193bae9111a43c9ad8f18bb6a12e15ff81ccb5fd60e7efb8bb2c139c8c6,0fa0ee33bf3be55b587968744003339ea582c1da0cee276b306cb8fdbecb08e4,pair_component_0025,3,0.9,20260618
medfact_bench_1046,medfact_bench_1046,healthver,REFUTE,standardized_claim_evidence_pool_6454,lexicographic_record_id_within_label_first_200,11,e29d54b0983cee2ef46fa8c4d452b47aefb21ba7bc5bac34379845596a977c0c,1d1334ce4418ed72c03b55da09445724a596679f2d823b414db9f883665c6cea,pair_component_0031,0,0.9,20260618
medfact_bench_1047,medfact_bench_1047,healthver,REFUTE,standardized_claim_evidence_pool_6454,lexicographic_record_id_within_label_first_200,12,e29d54b0983cee2ef46fa8c4d452b47aefb21ba7bc5bac34379845596a977c0c,fcaacd29b729ee9aaa59523e08edbbca929f1dec26325bf2f0bfa4c7d56eba13,pair_component_0031,0,0.9,20260618
medfact_bench_1048,medfact_bench_1048,healthver,REFUTE,standardized_claim_evidence_pool_6454,lexicographic_record_id_within_label_first_200,13,e29d54b0983cee2ef46fa8c4d452b47aefb21ba7bc5bac34379845596a977c0c,26bece95557fc3960564966c27949f6b18512fa920d47847d47597c52953a681,pair_component_0031,0,0.9,20260618
medfact_bench_1049,medfact_bench_1049,healthver,UNCERTAIN,standardized_claim_evidence_pool_6454,lexicographic_record_id_within_label_first_200,31,e29d54b0983cee2ef46fa8c4d452b47aefb21ba7bc5bac34379845596a977c0c,0de387f30312c860509d5825fa56c7f8f93d36e07eab62d6dc6b042e2ea0f08e,pair_component_0031,0,0.9,20260618
medfact_bench_105,medfact_bench_105,scifact,SUPPORT,standardized_claim_evidence_pool_6454,lexicographic_record_id_within_label_first_200,15,4a625e5a6beed0fd21c3f48689d5d3e96f39d5786545562c5d679a915606c8ba,110bf6b53c9f5b3904f52030b22e20836899e8c789c54d14f7abbd95e04fad84,pair_component_0006,1,0.9,20260618
medfact_bench_1050,medfact_bench_1050,healthver,REFUTE,standardized_claim_evidence_pool_6454,lexicographic_record_id_within_label_first_200,14,3059f87cfa1884b210ffb3511dd8e768c8cc4f563bf54504500776ef86c7c30d,3dec5ee169a508c9e724ef91506ad22791eb91f45dab7189199b02d745cd4837,pair_component_0017,4,0.9,20260618
medfact_bench_1051,medfact_bench_1051,healthver,SUPPORT,standardized_claim_evidence_pool_6454,lexicographic_record_id_within_label_first_200,16,3059f87cfa1884b210ffb3511dd8e768c8cc4f563bf54504500776ef86c7c30d,651b3db73580e85070393be7b3656c00c33db34545f4ede01bfe2f10850710f5,pair_component_0017,4,0.9,20260618
medfact_bench_1052,medfact_bench_1052,healthver,REFUTE,standardized_claim_evidence_pool_6454,lexicographic_record_id_within_label_first_200,15,3059f87cfa1884b210ffb3511dd8e768c8cc4f563bf54504500776ef86c7c30d,1aea1913ed0948690f67098c93f29b48bb77ab589a507f5c9df38dfcf8f6a95b,pair_component_0017,4,0.9,20260618
medfact_bench_1053,medfact_bench_1053,healthver,REFUTE,standardized_claim_evidence_pool_6454,lexicographic_record_id_within_label_first_200,16,3059f87cfa1884b210ffb3511dd8e768c8cc4f563bf54504500776ef86c7c30d,f189d824a17ba8698b65ef4ec1cbcb8eb9d71e4fa425e6111cf3e65386b82867,pair_component_0017,4,0.9,20260618
medfact_bench_1054,medfact_bench_1054,healthver,REFUTE,standardized_claim_evidence_pool_6454,lexicographic_record_id_within_label_first_200,17,3059f87cfa1884b210ffb3511dd8e768c8cc4f563bf54504500776ef86c7c30d,7e74315faf3ec439baf42ca5687fb1c274345de2c20b3041bae56b2c8918f5d7,pair_component_0017,4,0.9,20260618
medfact_bench_1055,medfact_bench_1055,healthver,REFUTE,standardized_claim_evidence_pool_6454,lexicographic_record_id_within_label_first_200,18,3059f87cfa1884b210ffb3511dd8e768c8cc4f563bf54504500776ef86c7c30d,92b8d781ce1e436e1682a4d5cb8797fef01af125378b6e9d619b20d7e4680592,pair_component_0017,4,0.9,20260618
medfact_bench_1056,medfact_bench_1056,healthver,REFUTE,standardized_claim_evidence_pool_6454,lexicographic_record_id_within_label_first_200,19,3059f87cfa1884b210ffb3511dd8e768c8cc4f563bf54504500776ef86c7c30d,0714d306ead632b58e8873fc55955ffebc2e52115db0006aa5abbfc40a503d2a,pair_component_0017,4,0.9,20260618
medfact_bench_1057,medfact_bench_1057,healthver,SUPPORT,standardized_claim_evidence_pool_6454,lexicographic_record_id_within_label_first_200,17,3059f87cfa1884b210ffb3511dd8e768c8cc4f563bf54504500776ef86c7c30d,3e18cf42e163230e628a2b2050deaca040b41ee647403e48ea0f92df0aa7ad04,pair_component_0017,4,0.9,20260618
medfact_bench_1058,medfact_bench_1058,healthver,SUPPORT,standardized_claim_evidence_pool_6454,lexicographic_record_id_within_label_first_200,18,3059f87cfa1884b210ffb3511dd8e768c8cc4f563bf54504500776ef86c7c30d,fc08200fd592c9a294aa927c7d282f5284da04c52e5af4935b480ebcb8d44685,pair_component_0017,4,0.9,20260618
medfact_bench_1059,medfact_bench_1059,healthver,REFUTE,standardized_claim_evidence_pool_6454,lexicographic_record_id_within_label_first_200,20,eb4ff43f063fdc11062a78beb42de022963b592d123451aa7e34f73000c4a04a,ed60cb6c0063cb02b964b49c3dee13ef95178366e4ba137a8ae525adc9d242f6,pair_component_0015,2,0.9,20260618
medfact_bench_106,medfact_bench_106,scifact,UNCERTAIN,standardized_claim_evidence_pool_6454,lexicographic_record_id_within_label_first_200,32,d68edfc71fae8ae92b7c812ef87e0eb0a028463bcafd6883e97bd04b5ff40978,d453b9846856873755dabe8b5094299db51c4b1aed352502d0ac2ada7989dbcc,pair_component_0026,3,0.9,20260618
medfact_bench_1060,medfact_bench_1060,healthver,REFUTE,standardized_claim_evidence_pool_6454,lexicographic_record_id_within_label_first_200,21,eb4ff43f063fdc11062a78beb42de022963b592d123451aa7e34f73000c4a04a,1869c2dfb1d6bfcaefd909caacdd1219f0ce59b6ec6e9b853f0de8f24c5d3a7b,pair_component_0015,2,0.9,20260618
medfact_bench_1061,medfact_bench_1061,healthver,REFUTE,standardized_claim_evidence_pool_6454,lexicographic_record_id_within_label_first_200,22,2aee19f3af0336087d8b3581515d0c014b7086030056c9e1d9bb1e55dba6b2e2,ed60cb6c0063cb02b964b49c3dee13ef95178366e4ba137a8ae525adc9d242f6,pair_component_0015,2,0.9,20260618
medfact_bench_1062,medfact_bench_1062,healthver,REFUTE,standardized_claim_evidence_pool_6454,lexicographic_record_id_within_label_first_200,23,2aee19f3af0336087d8b3581515d0c014b7086030056c9e1d9bb1e55dba6b2e2,1869c2dfb1d6bfcaefd909caacdd1219f0ce59b6ec6e9b853f0de8f24c5d3a7b,pair_component_0015,2,0.9,20260618
medfact_bench_1063,medfact_bench_1063,healthver,SUPPORT,standardized_claim_evidence_pool_6454,lexicographic_record_id_within_label_first_200,19,2aee19f3af0336087d8b3581515d0c014b7086030056c9e1d9bb1e55dba6b2e2,06d20ac04d86b43492b3750476a3fd2e8192fb2753d3c5a852c285998a08dc15,pair_component_0015,2,0.9,20260618
medfact_bench_1064,medfact_bench_1064,healthver,SUPPORT,standardized_claim_evidence_pool_6454,lexicographic_record_id_within_label_first_200,20,b2168f9971221a4c6dfe13c625b5f6244aec7785a62a97700d20928d9a60db20,34ee0f1a024765a376d42c51f48f3dd953dec826ab82d666e0f9c75a8300ed65,pair_component_0019,3,0.9,20260618
medfact_bench_1065,medfact_bench_1065,healthver,SUPPORT,standardized_claim_evidence_pool_6454,lexicographic_record_id_within_label_first_200,21,b2168f9971221a4c6dfe13c625b5f6244aec7785a62a97700d20928d9a60db20,cf7321c154f3d42f80707916817284de3a2c57d52ab34f7c583dce871787e032,pair_component_0019,3,0.9,20260618
medfact_bench_1066,medfact_bench_1066,healthver,REFUTE,standardized_claim_evidence_pool_6454,lexicographic_record_id_within_label_first_200,24,b2168f9971221a4c6dfe13c625b5f6244aec7785a62a97700d20928d9a60db20,ea1faec9ae4a229e52f204805b2fe43429b265277cdf5ac74e3c7e721131cdb1,pair_component_0019,3,0.9,20260618
medfact_bench_1067,medfact_bench_1067,healthver,SUPPORT,standardized_claim_evidence_pool_6454,lexicographic_record_id_within_label_first_200,22,b2168f9971221a4c6dfe13c625b5f6244aec7785a62a97700d20928d9a60db20,b8b7cc9af02dc62d95b4ca4a21840dad07904ddea82801b469723a5e56ddfa8f,pair_component_0019,3,0.9,20260618
medfact_bench_1068,medfact_bench_1068,healthver,SUPPORT,standardized_claim_evidence_pool_6454,lexicographic_record_id_within_label_first_200,23,b2168f9971221a4c6dfe13c625b5f6244aec7785a62a97700d20928d9a60db20,d7042a6395bc6b759f1f6ff0b0d8a5663584a234ebf5830e8533b4fb6e01bd6a,pair_component_0019,3,0.9,20260618
medfact_bench_1069,medfact_bench_1069,healthver,SUPPORT,standardized_claim_evidence_pool_6454,lexicographic_record_id_within_label_first_200,24,b2168f9971221a4c6dfe13c625b5f6244aec7785a62a97700d20928d9a60db20,16badb77cf23f1cdfa58e40d641846d35eab01a0fcbc65889993680db2f6e42c,pair_component_0019,3,0.9,20260618
